"geneId"	"geneSymbol"	"diseaseId"	"diseaseName"	"score"	"NofPmids"	"NofSnps"	"source"	"randomgene"
2175	"FANCA"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	7737
2175	"FANCA"	"C3278811"	"Thumb aplasia"	0.2	0	0	"HPO"	9791
2175	"FANCA"	"C3554724"	"Digitalization of thumbs"	0.2	0	0	"HPO"	6519
2175	"FANCA"	"C4021737"	"Chromosomal breakage induced by crosslinking agents"	0.2	0	0	"HPO"	9723
2175	"FANCA"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	875
2175	"FANCA"	"C4025639"	"Prolonged G2 phase of cell cycle"	0.2	0	0	"HPO"	673
2175	"FANCA"	"C4025640"	"Deficient excision of UV-induced pyrimidine dimers in DNA"	0.2	0	0	"HPO"	7469
2175	"FANCA"	"C4025811"	"Anemic pallor"	0.2	0	0	"HPO"	545
2176	"FANCC"	"C0014850"	"Esophageal Atresia"	0.2	0	0	"HPO"	5602
2176	"FANCC"	"C0015625"	"Fanconi Anemia"	0.437211197854448	0	0	"CTD_human;ORPHANET"	6622
2176	"FANCC"	"C0152021"	"Congenital heart disease"	0.2	0	0	"HPO"	1019
2176	"FANCC"	"C0221353"	"Horseshoe Kidney"	0.2	0	0	"HPO"	22858
2176	"FANCC"	"C0238207"	"Ectopic kidney"	0.2	0	0	"HPO"	55703
2176	"FANCC"	"C0272027"	"Pyridoxine-responsive sideroblastic anemia"	0.2	0	0	"HPO"	1832
2176	"FANCC"	"C0376545"	"Hematologic Neoplasms"	0.2	0	0	"HPO"	3889
2176	"FANCC"	"C0376628"	"Chromosome Breakage"	0.2	0	0	"HPO"	695
2176	"FANCC"	"C0431890"	"Hypoplasia of thumb"	0.2	0	0	"HPO"	1585
2176	"FANCC"	"C0542519"	"Congenital absence of kidney"	0.2	0	0	"HPO"	7782
2176	"FANCC"	"C0858867"	"Reticulocytopenia"	0.2	0	0	"HPO"	9342
2176	"FANCC"	"C1260926"	"Abnormal pigmentation"	0.2	0	0	"HPO"	55212
2176	"FANCC"	"C1405984"	"Absent radius"	0.2	0	0	"HPO"	5073
2176	"FANCC"	"C1838608"	"Radial aplasia"	0.2	0	0	"HPO"	2260
2176	"FANCC"	"C1849314"	"Absence of radius and ulna"	0.2	0	0	"HPO"	1591
2176	"FANCC"	"C1858565"	"Duplicated collecting system"	0.2	0	0	"HPO"	1636
2176	"FANCC"	"C1859424"	"Increased chromosomal breakage"	0.2	0	0	"HPO"	2263
2176	"FANCC"	"C1860236"	"Irregular hyperpigmentation"	0.2	0	0	"HPO"	10516
2176	"FANCC"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	3569
2176	"FANCC"	"C3278811"	"Thumb aplasia"	0.2	0	0	"HPO"	5256
2176	"FANCC"	"C3554724"	"Digitalization of thumbs"	0.2	0	0	"HPO"	51259
2176	"FANCC"	"C4021737"	"Chromosomal breakage induced by crosslinking agents"	0.2	0	0	"HPO"	4763
2176	"FANCC"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	7415
2176	"FANCC"	"C4025639"	"Prolonged G2 phase of cell cycle"	0.2	0	0	"HPO"	2260
2176	"FANCC"	"C4025640"	"Deficient excision of UV-induced pyrimidine dimers in DNA"	0.2	0	0	"HPO"	4990
2176	"FANCC"	"C4025811"	"Anemic pallor"	0.2	0	0	"HPO"	2120
2177	"FANCD2"	"C0014850"	"Esophageal Atresia"	0.2	0	0	"HPO"	864
2177	"FANCD2"	"C0015625"	"Fanconi Anemia"	0.45073832281552	1	1	"CTD_human;ORPHANET"	5193
2177	"FANCD2"	"C0152021"	"Congenital heart disease"	0.2	0	0	"HPO"	2314
2177	"FANCD2"	"C0221353"	"Horseshoe Kidney"	0.2	0	0	"HPO"	7424
2177	"FANCD2"	"C0238207"	"Ectopic kidney"	0.2	0	0	"HPO"	54903
2177	"FANCD2"	"C0272027"	"Pyridoxine-responsive sideroblastic anemia"	0.2	0	0	"HPO"	1544
2177	"FANCD2"	"C0376545"	"Hematologic Neoplasms"	0.2	0	0	"HPO"	720
2177	"FANCD2"	"C0376628"	"Chromosome Breakage"	0.2	0	0	"HPO"	6862
2177	"FANCD2"	"C0431890"	"Hypoplasia of thumb"	0.2	0	0	"HPO"	26278
2177	"FANCD2"	"C0542519"	"Congenital absence of kidney"	0.2	0	0	"HPO"	6863
2177	"FANCD2"	"C0858867"	"Reticulocytopenia"	0.2	0	0	"HPO"	6648
2177	"FANCD2"	"C1260926"	"Abnormal pigmentation"	0.2	0	0	"HPO"	8575
2177	"FANCD2"	"C1405984"	"Absent radius"	0.2	0	0	"HPO"	8626
2177	"FANCD2"	"C1838608"	"Radial aplasia"	0.2	0	0	"HPO"	778
2177	"FANCD2"	"C1849314"	"Absence of radius and ulna"	0.2	0	0	"HPO"	3850
2177	"FANCD2"	"C1858565"	"Duplicated collecting system"	0.2	0	0	"HPO"	2175
2177	"FANCD2"	"C1859424"	"Increased chromosomal breakage"	0.2	0	0	"HPO"	9897
2177	"FANCD2"	"C1860236"	"Irregular hyperpigmentation"	0.2	0	0	"HPO"	4982
2177	"FANCD2"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	5194
2177	"FANCD2"	"C3278811"	"Thumb aplasia"	0.2	0	0	"HPO"	857
2177	"FANCD2"	"C3554724"	"Digitalization of thumbs"	0.2	0	0	"HPO"	3643
2177	"FANCD2"	"C4021737"	"Chromosomal breakage induced by crosslinking agents"	0.2	0	0	"HPO"	8200
2177	"FANCD2"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	4088
2177	"FANCD2"	"C4025639"	"Prolonged G2 phase of cell cycle"	0.2	0	0	"HPO"	1186
2177	"FANCD2"	"C4025640"	"Deficient excision of UV-induced pyrimidine dimers in DNA"	0.2	0	0	"HPO"	2591
2177	"FANCD2"	"C4025811"	"Anemic pallor"	0.2	0	0	"HPO"	4644
2178	"FANCE"	"C0014850"	"Esophageal Atresia"	0.2	0	0	"HPO"	1280
2178	"FANCE"	"C0015625"	"Fanconi Anemia"	0.408213092771758	0	0	"CTD_human;ORPHANET"	2623
2178	"FANCE"	"C0152021"	"Congenital heart disease"	0.2	0	0	"HPO"	6323
2178	"FANCE"	"C0221353"	"Horseshoe Kidney"	0.2	0	0	"HPO"	23204
2178	"FANCE"	"C0238207"	"Ectopic kidney"	0.2	0	0	"HPO"	84634
2178	"FANCE"	"C0272027"	"Pyridoxine-responsive sideroblastic anemia"	0.2	0	0	"HPO"	2697
2178	"FANCE"	"C0376545"	"Hematologic Neoplasms"	0.2	0	0	"HPO"	5080
2178	"FANCE"	"C0376628"	"Chromosome Breakage"	0.2	0	0	"HPO"	10238
2178	"FANCE"	"C0431890"	"Hypoplasia of thumb"	0.2	0	0	"HPO"	860
2178	"FANCE"	"C0542519"	"Congenital absence of kidney"	0.2	0	0	"HPO"	1281
2178	"FANCE"	"C0858867"	"Reticulocytopenia"	0.2	0	0	"HPO"	6785
2178	"FANCE"	"C1260926"	"Abnormal pigmentation"	0.2	0	0	"HPO"	153
2178	"FANCE"	"C1405984"	"Absent radius"	0.2	0	0	"HPO"	2778
2178	"FANCE"	"C1838608"	"Radial aplasia"	0.2	0	0	"HPO"	1031
2178	"FANCE"	"C1849314"	"Absence of radius and ulna"	0.2	0	0	"HPO"	4920
2178	"FANCE"	"C1858565"	"Duplicated collecting system"	0.2	0	0	"HPO"	6505
2178	"FANCE"	"C1859424"	"Increased chromosomal breakage"	0.2	0	0	"HPO"	54567
2178	"FANCE"	"C1860236"	"Irregular hyperpigmentation"	0.2	0	0	"HPO"	2255
2178	"FANCE"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	7415
2178	"FANCE"	"C3278811"	"Thumb aplasia"	0.2	0	0	"HPO"	28982
2178	"FANCE"	"C3554724"	"Digitalization of thumbs"	0.2	0	0	"HPO"	5979
2178	"FANCE"	"C4021737"	"Chromosomal breakage induced by crosslinking agents"	0.2	0	0	"HPO"	10743
2178	"FANCE"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	6591
2178	"FANCE"	"C4025639"	"Prolonged G2 phase of cell cycle"	0.2	0	0	"HPO"	2316
2178	"FANCE"	"C4025640"	"Deficient excision of UV-induced pyrimidine dimers in DNA"	0.2	0	0	"HPO"	5314
2178	"FANCE"	"C4025811"	"Anemic pallor"	0.2	0	0	"HPO"	1636
2182	"ACSL4"	"C0013902"	"Elliptocytosis, Hereditary"	0.2	0	0	"HPO"	6496
2182	"ACSL4"	"C0157733"	"hair abnormalities (non-specific)"	0.2	0	0	"HPO"	79001
2182	"ACSL4"	"C0239937"	"Microscopic hematuria"	0.2	0	0	"HPO"	4893
2182	"ACSL4"	"C0268731"	"Renal glomerular disease"	0.2	0	0	"HPO"	4633
2182	"ACSL4"	"C0426886"	"Tapering fingers (finding)"	0.2	0	0	"HPO"	4351
2182	"ACSL4"	"C0427480"	"Elliptocytosis found"	0.2	0	0	"HPO"	1947
2182	"ACSL4"	"C1836543"	"Thick vermilion border"	0.2	0	0	"HPO"	8626
2182	"ACSL4"	"C1845672"	"Mental Retardation, X-Linked 63"	0.400274726784213	1	3	"CTD_human;UNIPROT"	10587
2182	"ACSL4"	"C1846242"	"Alport Syndrome, Mental Retardation, Midface Hypoplasia, and Elliptocytosis"	0.2	0	0	"ORPHANET"	4729
2182	"ACSL4"	"C2677869"	"Hair shaft abnormalities"	0.2	0	0	"HPO"	55624
2184	"FAH"	"C0003962"	"Ascites"	0.2	0	0	"HPO"	54345
2184	"FAH"	"C0019087"	"Hemorrhagic Disorders"	0.2	0	0	"HPO"	8516
2184	"FAH"	"C0027709"	"Nephrocalcinosis"	0.2	0	0	"HPO"	6335
2184	"FAH"	"C0030446"	"Paralytic Ileus"	0.2	0	0	"HPO"	4750
2184	"FAH"	"C0162557"	"Liver Failure, Acute"	0.200274726784213	0	0	"HPO"	1139
2184	"FAH"	"C0178664"	"Glomerulosclerosis (disorder)"	0.2	0	0	"HPO"	2314
2184	"FAH"	"C0235971"	"Alpha 1 foetoprotein increased"	0.2	0	0	"HPO"	8929
2184	"FAH"	"C0268483"	"Tyrosinemias"	0.214806535592873	2	0	"CTD_human"	4000
2184	"FAH"	"C0268621"	"Hepatic methionine adenosyltransferase deficiency"	0.200274726784213	0	0	"HPO"	27130
2184	"FAH"	"C0341703"	"Adult Fanconi syndrome"	0.2	0	0	"HPO"	5982
2184	"FAH"	"C0476489"	"Alpha 1 foetoprotein abnormal"	0.2	0	0	"HPO"	1535
2184	"FAH"	"C0542518"	"Enlarged kidney"	0.2	0	0	"HPO"	5824
2184	"FAH"	"C0597167"	"Islets of Langerhans hyperplasia"	0.2	0	0	"HPO"	8820
2184	"FAH"	"C1279412"	"periodic paralysis (finding)"	0.2	0	0	"HPO"	9993
2184	"FAH"	"C1704375"	"Hypophosphatemic Rickets"	0.2	0	0	"HPO"	54808
2184	"FAH"	"C1846821"	"Coagulation abnormalities"	0.2	0	0	"HPO"	8626
2184	"FAH"	"C1847868"	"Generalized aminoaciduria"	0.2	0	0	"HPO"	5020
2184	"FAH"	"C1848702"	"Elevated urinary delta-aminolevulinic acid"	0.2	0	0	"HPO"	23495
2184	"FAH"	"C1862761"	"Increased hepatocellular carcinoma risk"	0.2	0	0	"HPO"	5173
2184	"FAH"	"C1867955"	"Increased incidence of hepatocellular carcinoma"	0.2	0	0	"HPO"	57670
2184	"FAH"	"C1879362"	"Hypertyrosinemia"	0.201923087489492	0	0	"HPO"	2534
2184	"FAH"	"C4021664"	"Abnormality of the abdominal wall"	0.2	0	0	"HPO"	1131
2184	"FAH"	"C4280679"	"Increased calcium level in kidney"	0.2	0	0	"HPO"	5450
2187	"FANCB"	"C0014116"	"Endocardial Cushion Defects"	0.2	0	0	"HPO"	2719
2187	"FANCB"	"C0014850"	"Esophageal Atresia"	0.2	0	0	"HPO"	5889
2187	"FANCB"	"C0015625"	"Fanconi Anemia"	0.404106546385879	0	0	"CTD_human;ORPHANET"	7015
2187	"FANCB"	"C0158733"	"Hand polydactyly"	0.2	0	0	"HPO"	4524
2187	"FANCB"	"C0158775"	"Congenital anomaly of spine"	0.2	0	0	"HPO"	2812
2187	"FANCB"	"C0272027"	"Pyridoxine-responsive sideroblastic anemia"	0.2	0	0	"HPO"	22
2187	"FANCB"	"C0376628"	"Chromosome Breakage"	0.2	0	0	"HPO"	6927
2187	"FANCB"	"C0542518"	"Enlarged kidney"	0.2	0	0	"HPO"	11315
2187	"FANCB"	"C0542519"	"Congenital absence of kidney"	0.2	0	0	"HPO"	3043
2187	"FANCB"	"C1389016"	"ATRIOVENTRICULAR CANAL DEFECT"	0.2	0	0	"HPO"	5663
2187	"FANCB"	"C1405984"	"Absent radius"	0.2	0	0	"HPO"	22868
2187	"FANCB"	"C1610065"	"Urethral atresia"	0.2	0	0	"HPO"	6908
2187	"FANCB"	"C1832117"	"Short upper arms"	0.2	0	0	"HPO"	4359
2187	"FANCB"	"C1838608"	"Radial aplasia"	0.2	0	0	"HPO"	3767
2187	"FANCB"	"C1848599"	"VACTERL Association With Hydrocephalus"	0.400274726784213	0	0	"CTD_human;ORPHANET"	23495
2187	"FANCB"	"C1849314"	"Absence of radius and ulna"	0.2	0	0	"HPO"	92
2187	"FANCB"	"C1859424"	"Increased chromosomal breakage"	0.2	0	0	"HPO"	4693
2187	"FANCB"	"C1860236"	"Irregular hyperpigmentation"	0.2	0	0	"HPO"	2516
2187	"FANCB"	"C1865572"	"Proximally placed thumbs"	0.2	0	0	"HPO"	1417
2187	"FANCB"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	7337
2187	"FANCB"	"C3278811"	"Thumb aplasia"	0.2	0	0	"HPO"	4000
2187	"FANCB"	"C3536741"	"Discordant ventriculoarterial connection"	0.2	0	0	"HPO"	5422
2187	"FANCB"	"C4020839"	"Multiple vertebral anomalies"	0.2	0	0	"HPO"	2720
2187	"FANCB"	"C4020840"	"Abnormal vertebral bodies"	0.2	0	0	"HPO"	3736
2187	"FANCB"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	1280
2188	"FANCF"	"C0014850"	"Esophageal Atresia"	0.2	0	0	"HPO"	4353
2188	"FANCF"	"C0015625"	"Fanconi Anemia"	0.404945082115836	0	0	"CTD_human;ORPHANET"	4000
2188	"FANCF"	"C0272027"	"Pyridoxine-responsive sideroblastic anemia"	0.2	0	0	"HPO"	3845
2188	"FANCF"	"C0376628"	"Chromosome Breakage"	0.2	0	0	"HPO"	1497
2188	"FANCF"	"C1855710"	"Bone marrow hypocellularity"	0.2	0	0	"HPO"	846
2188	"FANCF"	"C1859424"	"Increased chromosomal breakage"	0.2	0	0	"HPO"	8822
2188	"FANCF"	"C1860236"	"Irregular hyperpigmentation"	0.2	0	0	"HPO"	27229
2188	"FANCF"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	6331
2188	"FANCF"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	6326
2189	"FANCG"	"C0014850"	"Esophageal Atresia"	0.2	0	0	"HPO"	1717
2189	"FANCG"	"C0015625"	"Fanconi Anemia"	0.413158174887594	2	2	"CTD_human;ORPHANET"	3480
2189	"FANCG"	"C0026636"	"Mouth Diseases"	0.2	1	0	"CTD_human"	3592
2189	"FANCG"	"C0272027"	"Pyridoxine-responsive sideroblastic anemia"	0.2	0	0	"HPO"	3576
2189	"FANCG"	"C0376545"	"Hematologic Neoplasms"	0.2	0	0	"HPO"	6648
2189	"FANCG"	"C0376628"	"Chromosome Breakage"	0.2	0	0	"HPO"	10804
2189	"FANCG"	"C0575897"	"Thumb deformity"	0.2	0	0	"HPO"	1813
2189	"FANCG"	"C1851971"	"Hypoplastic myelodysplasia"	0.2	0	0	"HPO"	5745
2189	"FANCG"	"C1859424"	"Increased chromosomal breakage"	0.2	0	0	"HPO"	26275
2189	"FANCG"	"C1860236"	"Irregular hyperpigmentation"	0.2	0	0	"HPO"	4629
2189	"FANCG"	"C1861975"	"Cafe au lait spots, multiple"	0.2	0	0	"HPO"	5660
2189	"FANCG"	"C2749463"	"Radial aplasia/hypoplasia"	0.2	0	0	"HPO"	2108
2189	"FANCG"	"C4024780"	"Almond-shaped eyes"	0.2	0	0	"HPO"	5728
2192	"FBLN1"	"C0152427"	"Polydactyly"	0.2	0	0	"HPO"	5190
2192	"FBLN1"	"C0265654"	"Tarsal Coalition"	0.2	0	0	"HPO"	8450
2192	"FBLN1"	"C0431863"	"Carpal synostosis"	0.2	0	0	"HPO"	29925
2192	"FBLN1"	"C1862697"	"Metatarsal synostosis"	0.2	0	0	"HPO"	2760
2192	"FBLN1"	"C4021398"	"Metacarpal synostosis"	0.2	0	0	"HPO"	3309
2194	"FASN"	"C0023827"	"liposarcoma"	0.200549453568426	1	0	"CTD_human"	26281
2194	"FASN"	"C0086132"	"Depressive Symptoms"	0.200274726784213	1	0	"PSYGENET"	673
2194	"FASN"	"C0948089"	"Acute Coronary Syndrome"	0.200274726784213	1	0	"CTD_human"	215
2195	"FAT1"	"C0018671"	"Head and Neck Neoplasms"	0.2	1	0	"CTD_human"	3423
219736	"STOX1"	"C0032914"	"Pre-Eclampsia"	0.405139940988102	0	0	"CTD_human;ORPHANET"	1737
219844	"HYLS1"	"C0431399"	"Familial aplasia of the vermis"	0.2	0	0	"ORPHANET"	2187
219844	"HYLS1"	"C2931104"	"Hydrolethalus syndrome"	0.200549453568426	0	0	"ORPHANET"	10269
22	"ABCB7"	"C0002896"	"Sideroblastic anemia"	0.400824180352639	2	0	"CTD_human;HPO"	3549
22	"ABCB7"	"C0004134"	"Ataxia"	0.200824180352639	1	0	"CTD_human"	4719
22	"ABCB7"	"C0009024"	"Clonus"	0.2	0	0	"HPO"	58
22	"ABCB7"	"C0234376"	"Action Tremor"	0.2	0	0	"HPO"	26503
22	"ABCB7"	"C0234979"	"Dysdiadochokinesis"	0.2	0	0	"HPO"	5096
22	"ABCB7"	"C0271901"	"Microcytic hypochromic anemia (disorder)"	0.2	0	0	"HPO"	2706
22	"ABCB7"	"C4020856"	"Terminal tremor"	0.2	0	0	"HPO"	324
220	"ALDH1A3"	"C0338502"	"Hypoplasia of the optic nerve"	0.200274726784213	0	0	"HPO"	6591
220	"ALDH1A3"	"C1855052"	"MICROPHTHALMIA, ISOLATED 1"	0.2	0	0	"ORPHANET"	2706
2200	"FBN1"	"C0003496"	"Aortic Rupture"	0.202681755307501	1	0	"CTD_human"	10815
2200	"FBN1"	"C0003504"	"Aortic Valve Insufficiency"	0.200274726784213	0	0	"HPO"	3190
2200	"FBN1"	"C0003507"	"Aortic Valve Stenosis"	0.202407028523288	0	0	"HPO"	3586
2200	"FBN1"	"C0010495"	"Cutis Laxa"	0.2	0	0	"HPO"	4668
2200	"FBN1"	"C0013405"	"Dyspnea, Paroxysmal"	0.2	0	0	"HPO"	1277
2200	"FBN1"	"C0013581"	"Ectopia Lentis"	0.623936353274911	1	3	"CTD_human;HPO;ORPHANET"	257
2200	"FBN1"	"C0018808"	"Heart murmur"	0.2	0	0	"HPO"	3852
2200	"FBN1"	"C0019825"	"Hoarseness"	0.2	0	0	"HPO"	652
2200	"FBN1"	"C0020456"	"Hyperglycemia"	0.200274726784213	1	0	"CTD_human"	847
2200	"FBN1"	"C0023212"	"Left-Sided Heart Failure"	0.2	0	0	"HPO"	23431
2200	"FBN1"	"C0024796"	"Marfan Syndrome"	0.843542591575731	48	353	"CTD_human;ORPHANET;UNIPROT"	3431
2200	"FBN1"	"C0026266"	"Mitral Valve Insufficiency"	0.2	0	0	"HPO"	2263
2200	"FBN1"	"C0026269"	"Mitral Valve Stenosis"	0.2	0	0	"HPO"	215
2200	"FBN1"	"C0032326"	"Pneumothorax"	0.2	0	0	"HPO"	9631
2200	"FBN1"	"C0034067"	"Pulmonary Emphysema"	0.200824180352639	0	0	"HPO"	5949
2200	"FBN1"	"C0035305"	"Retinal Detachment"	0.2	0	0	"HPO"	843
2200	"FBN1"	"C0038016"	"Spondylolisthesis"	0.2	0	0	"HPO"	6399
2200	"FBN1"	"C0040961"	"Tricuspid Valve Insufficiency"	0.2	0	0	"HPO"	3549
2200	"FBN1"	"C0040962"	"Tricuspid Valve Prolapse"	0.200274726784213	0	0	"HPO"	6557
2200	"FBN1"	"C0152459"	"Linear atrophy"	0.200274726784213	0	0	"HPO"	2253
2200	"FBN1"	"C0162872"	"Aortic Aneurysm, Thoracic"	0.205429023149632	1	1	"CTD_human"	54345
2200	"FBN1"	"C0231807"	"Dyspnea on exertion"	0.2	0	0	"HPO"	3756
2200	"FBN1"	"C0238669"	"Aortic root dilatation"	0.200274726784213	0	0	"HPO"	5604
2200	"FBN1"	"C0263401"	"Cutis marmorata"	0.2	0	0	"HPO"	26610
2200	"FBN1"	"C0264142"	"Spade-like hand"	0.2	0	0	"HPO"	5663
2200	"FBN1"	"C0265004"	"Dilatation of aorta"	0.2	0	0	"HPO"	4792
2200	"FBN1"	"C0265287"	"Acromicric Dysplasia"	0.401373633921066	1	6	"ORPHANET;UNIPROT"	2720
2200	"FBN1"	"C0265313"	"Weill-Marchesani syndrome"	0.402747267842131	0	0	"CTD_human;ORPHANET"	3425
2200	"FBN1"	"C0265646"	"Talipes Calcaneovarus"	0.2	0	0	"HPO"	5745
2200	"FBN1"	"C0271183"	"Severe myopia"	0.200274726784213	0	0	"HPO"	6448
2200	"FBN1"	"C0334008"	"Pachyderma"	0.2	0	0	"HPO"	5468
2200	"FBN1"	"C0340643"	"Dissection of aorta"	0.201923087489492	0	0	"HPO"	5979
2200	"FBN1"	"C0344530"	"Congenital keratoglobus"	0.2	0	0	"HPO"	23141
2200	"FBN1"	"C0344539"	"Hypoplasia of iris"	0.2	0	0	"HPO"	2239
2200	"FBN1"	"C0345049"	"Ascending aorta dilatation"	0.200274726784213	0	0	"HPO"	2147
2200	"FBN1"	"C0392775"	"Cystic medial necrosis of aorta"	0.2	0	0	"HPO"	857
2200	"FBN1"	"C0409495"	"Protrusio acetabuli"	0.200274726784213	0	0	"HPO"	3115
2200	"FBN1"	"C0423276"	"Shallow anterior chamber of eye"	0.2	0	0	"HPO"	7157
2200	"FBN1"	"C0424693"	"Broad skull"	0.2	0	0	"HPO"	4952
2200	"FBN1"	"C0427144"	"Toe-walking gait"	0.2	0	0	"HPO"	6154
2200	"FBN1"	"C0428851"	"Dilatation of pulmonary artery, unspecified"	0.2	0	0	"HPO"	2200
2200	"FBN1"	"C0431890"	"Hypoplasia of thumb"	0.2	0	0	"HPO"	773
2200	"FBN1"	"C0476369"	"Echocardiogram abnormal"	0.2	0	0	"HPO"	4625
2200	"FBN1"	"C0542514"	"Blue sclera"	0.2	0	0	"HPO"	788
2200	"FBN1"	"C0546964"	"Genu recurvatum"	0.2	0	0	"HPO"	1277
2200	"FBN1"	"C0553982"	"Impaired left ventricular function"	0.2	0	0	"HPO"	4990
2200	"FBN1"	"C0558242"	"Stretched skin"	0.2	0	0	"HPO"	2658
2200	"FBN1"	"C0700292"	"Hypoxemia"	0.2	0	0	"HPO"	2074
2200	"FBN1"	"C0852283"	"Respiratory Distress Syndrome"	0.2	0	0	"HPO"	55505
2200	"FBN1"	"C0856747"	"Aneurysm of ascending aorta"	0.2	0	0	"HPO"	6336
2200	"FBN1"	"C0877165"	"Short phalanx of finger"	0.2	0	0	"HPO"	3373
2200	"FBN1"	"C0878660"	"Proportionate short stature"	0.2	0	0	"HPO"	1280
2200	"FBN1"	"C1136179"	"Hammer Toe"	0.2	0	0	"HPO"	10269
2200	"FBN1"	"C1167712"	"Corneal diameter increased"	0.2	0	0	"HPO"	2520
2200	"FBN1"	"C1280433"	"Lipoatrophy"	0.2	0	0	"HPO"	80746
2200	"FBN1"	"C1321551"	"Shprintzen-Goldberg syndrome"	0.400824180352639	0	0	"CTD_human;ORPHANET"	54551
2200	"FBN1"	"C1398312"	"Narrow palate"	0.2	0	0	"HPO"	8200
2200	"FBN1"	"C1833325"	"Thin bony cortex"	0.2	0	0	"HPO"	326
2200	"FBN1"	"C1835117"	"Increased axial globe length"	0.2	0	0	"HPO"	857
2200	"FBN1"	"C1835121"	"Premature osteoarthritis"	0.2	0	0	"HPO"	348
2200	"FBN1"	"C1836635"	"Loeys-Dietz Aortic Aneurysm Syndrome"	0.2	0	0	"ORPHANET"	50506
2200	"FBN1"	"C1836653"	"Ascending aortic dissection"	0.2	0	0	"HPO"	27445
2200	"FBN1"	"C1836996"	"Marfanoid body habitus"	0.2	0	0	"HPO"	11200
2200	"FBN1"	"C1837108"	"Decreased muscle mass"	0.2	0	0	"HPO"	10002
2200	"FBN1"	"C1837404"	"High, narrow palate"	0.2	0	0	"HPO"	2705
2200	"FBN1"	"C1839797"	"Deep philtrum"	0.2	0	0	"HPO"	3735
2200	"FBN1"	"C1842229"	"Broad metacarpals"	0.2	0	0	"HPO"	10908
2200	"FBN1"	"C1842231"	"Broad metatarsals"	0.2	0	0	"HPO"	6469
2200	"FBN1"	"C1844820"	"Range of joint movement increased"	0.2	0	0	"HPO"	50814
2200	"FBN1"	"C1848654"	"Broad ribs"	0.2	0	0	"HPO"	29893
2200	"FBN1"	"C1849265"	"Overgrowth"	0.2	0	0	"HPO"	5130
2200	"FBN1"	"C1850161"	"Widened metatarsal shaft"	0.2	0	0	"HPO"	8815
2200	"FBN1"	"C1851712"	"Dural ectasia"	0.2	0	0	"HPO"	1806
2200	"FBN1"	"C1851731"	"Generalized overgrowth"	0.2	0	0	"HPO"	7124
2200	"FBN1"	"C1852504"	"Misalignment of teeth"	0.2	0	0	"HPO"	9451
2200	"FBN1"	"C1854912"	"Short tubular bones"	0.2	0	0	"HPO"	1737
2200	"FBN1"	"C1855665"	"Ovoid vertebral bodies"	0.2	0	0	"HPO"	6775
2200	"FBN1"	"C1857657"	"Decreased subcutaneous adipose tissue"	0.2	0	0	"HPO"	6648
2200	"FBN1"	"C1860493"	"Sternal anomalies"	0.2	0	0	"HPO"	4538
2200	"FBN1"	"C1861329"	"Spinal canal stenosis"	0.2	0	0	"HPO"	5520
2200	"FBN1"	"C1865037"	"Cone-shaped epiphyses"	0.2	0	0	"HPO"	6334
2200	"FBN1"	"C1865244"	"Shallow orbits"	0.2	0	0	"HPO"	1029
2200	"FBN1"	"C2674574"	"Aortic aneurysm, familial thoracic 3"	0.2	0	0	"ORPHANET"	23431
2200	"FBN1"	"C2930812"	"Generalized elastolysis"	0.2	0	0	"HPO"	4512
2200	"FBN1"	"C3150281"	"Fetal overgrowth"	0.2	0	0	"HPO"	8200
2200	"FBN1"	"C3150613"	"Long toes"	0.2	0	0	"HPO"	5310
2200	"FBN1"	"C3276815"	"Stiff skin"	0.2	0	0	"HPO"	5828
2200	"FBN1"	"C3489726"	"Geleophysic dysplasia"	0.201923087489492	0	0	"ORPHANET"	5194
2200	"FBN1"	"C3551535"	"Mitral regurgitation, mild"	0.2	0	0	"HPO"	6399
2200	"FBN1"	"C3554617"	"Adducted thumb"	0.2	0	0	"HPO"	2261
2200	"FBN1"	"C4011556"	"Eyebrow abnormalities"	0.2	0	0	"HPO"	673
2200	"FBN1"	"C4020844"	"Bullet vertebral body"	0.2	0	0	"HPO"	9215
2200	"FBN1"	"C4020861"	"Depressed philtrum"	0.2	0	0	"HPO"	6390
2200	"FBN1"	"C4020878"	"Diffusely thickened skin"	0.2	0	0	"HPO"	5604
2200	"FBN1"	"C4020962"	"Enlarged thorax"	0.2	0	0	"HPO"	6134
2200	"FBN1"	"C4021391"	"Broad phalanges of the hand"	0.2	0	0	"HPO"	8643
2200	"FBN1"	"C4021998"	"Lack of skin elasticity"	0.2	0	0	"HPO"	54658
